time,alpha,x_min,error,gini,mean,pop,gdp,rev,exp,btm,top
1,1.446672491685635,8.226415719615664,0.04574780102037617,0.47308332366792255,24.67793999604115,1000.0,24677.93999604114,1663.1093357101088,5017.458634171235,843.9215868069325,10959.427596274452
2,1.4380302275279,8.434165932152567,0.04547260014510711,0.47095732514669375,25.23836185248947,1000.099,25240.165385667067,1726.134307621489,5130.993241369494,862.4459775460076,11081.90945624393
3,1.4094223029313921,8.44969128574677,0.04457202014998065,0.4687490863857772,25.422451793704635,999.907,25419.919229319967,1676.7363870893005,5165.562089952935,864.4384978537103,11020.47227439384
4,1.4044646053749257,8.664755334785793,0.04441686072100758,0.46513184626633813,25.949983350709964,999.841,25945.481936354026,1734.8678177755996,5272.739348167195,886.7393889113329,11141.801090292369
5,1.3987664272682816,8.890102793777833,0.04423768604635824,0.4620477194790574,26.540200947339038,999.809,26534.261202802558,1784.1120245160314,5392.384109012161,909.7589857732678,11316.544749970572
6,1.3877399312205587,9.041537097659624,0.04388642459915582,0.45964399161872743,27.09091759806784,999.912,27087.69485972922,1774.0357112941012,5502.914308483936,925.3900175153641,11523.068368773227
7,1.3873829464719203,9.283256599508144,0.043868721914854296,0.45663159928797115,27.662375368683264,1000.225,27667.114451739384,1832.5748145904663,5621.332323166498,950.8871224462034,11682.501524105413
8,1.382720801059823,9.492040797284576,0.04371402601041829,0.45351905304369117,28.231720705934087,1000.556,28245.09341703172,1867.7203200411104,5739.17554824976,975.3515172587938,11861.564695164183
9,1.3710761080800065,9.654842432119342,0.043337504147797995,0.4511420878115217,28.82333311405194,1000.946,28847.875115753362,1874.5882869813108,5861.18884790697,998.2453243521552,12086.955858577423
10,1.3674251732570915,9.889196076599438,0.04321194723828719,0.44741654303064676,29.376879490910596,1001.431,29415.5793539627,1955.2251143341089,5979.046416029452,1032.1472389778278,12212.477059754649
11,1.3544449486133585,10.045568266156938,0.04278860594272894,0.44477540766310525,29.91719351746506,1002.068,29975.209618748406,1983.1960131999049,6093.267084841692,1061.4247291672193,12381.718033365236
12,1.3446097738169154,10.211970052888681,0.04246348104851472,0.4418745137818258,30.45656406501346,1002.779,30536.321207154113,2023.0156240778779,6207.885216819533,1094.1429098131653,12544.688376957534
13,1.3243742308659319,10.273865155513127,0.04180793741118971,0.43974986206576,30.947475198908077,1003.536,31051.604580973773,1988.1744682092467,6311.3637796119465,1118.5471465132755,12741.268779974751
14,1.3143828055818323,10.432977418895648,0.04147425480373504,0.43681514282526207,31.499005993504817,1004.431,31632.438472738,2017.9435929064207,6430.64341672241,1154.4085270842606,12925.464762264588
15,1.3089070373982656,10.626650814563613,0.041281095966308815,0.43450323478988356,32.03626559846501,1005.455,32204.61232765544,2080.953493557212,6549.54824433035,1194.8291086305003,13078.717415061918
16,1.3030372926941365,10.815361039068039,0.04107340896070744,0.43155145332867245,32.567638844248414,1006.577,32773.98017214958,2132.623646638186,6667.374493745978,1235.064825172605,13233.252893705921
17,1.287825001730261,10.902867341547552,0.04056782454762722,0.42978709123049447,33.08678918743319,1007.846,33337.19361473576,2118.0126710027403,6780.743127356196,1265.9532076991345,13450.85123256632
18,1.2844834853431741,11.10348437273161,0.04043589887592824,0.42720448445959625,33.59989048596843,1009.22,33899.94034932146,2185.340472421605,6898.082092427167,1307.0466684867638,13586.892733300552
19,1.2713737619185057,11.187523387844188,0.039992210591495846,0.42628259458924717,34.10918151987196,1010.748,34465.90582068,2168.0546466486094,7012.52086513686,1336.6384502398353,13813.8827623371
20,1.2710562637083662,11.410855498400693,0.039948587666981006,0.424070233652241,34.63843300503324,1012.472,35060.46082158143,2243.8411505167596,7136.450442655904,1377.1143907964167,13970.14124693517
21,1.267971760825097,11.596074769094686,0.03981242443392594,0.4224645872905078,35.18090227930515,1014.45,35679.1198165008,2282.4835844416925,7263.476359706696,1411.5517461027116,14181.22752966087
22,1.2656858844384085,11.76952284792136,0.039701100609799644,0.42238724413443457,35.74125214926321,1016.47,36320.68084750576,2315.9679312463513,7394.721617498947,1441.5938203661524,14428.14080488558
23,1.268066315211543,12.005150039090644,0.03973410774578016,0.42126614571744403,36.30259308636145,1018.607,36968.332485239116,2381.043399305659,7529.001332966113,1473.4346964480358,14643.12794558901
24,1.2692956585136907,12.203045196067908,0.03972452394777551,0.42127444993950636,36.86349640446661,1021.054,37630.534569108364,2407.65259236284,7664.219705810141,1499.9883510446082,14914.044347166951
25,1.2749433285434972,12.439350754527801,0.03985155724408966,0.42120471770086276,37.435248690135644,1023.612,38309.507167704374,2452.919206078926,7803.444994504523,1526.9881765692026,15182.32343062141
26,1.2884977621872458,12.763297963890567,0.04022006669421776,0.42120144676494586,38.045963707371556,1026.437,39042.45126489813,2546.8179633591703,7955.59607200698,1560.8897989368193,15443.423232907278
27,1.298692111157965,13.017787835158956,0.04048049230888856,0.4222811426775425,38.59373129187703,1029.337,39716.55618215652,2561.3381108742883,8091.720553209312,1582.1547888537998,15733.634983693131
28,1.3162756145324024,13.335463025384225,0.040967601486653266,0.4233897043473683,39.1915593350867,1032.413,40452.22425570191,2589.912822452154,8241.330560023544,1606.4384424964253,16055.609710582119
29,1.3392105255518745,13.74591823560468,0.041616076440991814,0.42383099051262524,39.88488944059662,1035.659,41296.79761523991,2663.438478509477,8415.011443890613,1638.3890295242531,16417.203526280944
30,1.3600334456402612,14.111791592384533,0.042190852035203535,0.42502814659587346,40.473332704923635,1039.17,42050.130330425425,2719.501065520041,8569.056486752252,1665.5090283507334,16714.061421787163
