time,alpha,x_min,error,gini,mean,pop,gdp,rev,exp,btm,top
1,0.8791486568803651,3.312434665236741,0.02780112157619815,0.5920650571367789,19.53805567620381,1000.0,19538.055676203836,1683.5615342915364,82.93319351093254,352.78860800922473,10220.65955588436
2,0.8639968677132934,3.319269881334444,0.027323398836065826,0.5903626391653051,19.98325011563122,999.908,19981.10876578155,1667.4080108353264,81.51842212033606,353.13457332329057,10421.22156220431
3,0.8606265992959602,3.406728456629216,0.027219456586342124,0.5873922771331698,20.43770430167011,999.717,20431.68665223721,1712.5630741022385,83.05029958114457,362.7214661911824,10599.285199718306
4,0.8572452240492492,3.4960883279832267,0.02711422339421809,0.5833004340081044,20.89247211043462,999.586,20883.584770947065,1753.5889533493057,84.6619044022077,372.635180179173,10771.958890434058
5,0.8568493321665208,3.602142039010788,0.027101940190102484,0.5809256525335805,21.339657750572005,999.548,21329.808968264817,1801.8279095533926,86.49079775352224,383.3537908422559,10933.51480126079
6,0.8527785121456793,3.669065827769868,0.026972503724992707,0.5777940401778903,21.790181791444102,999.608,21780.928678732886,1811.8513375584391,87.29343910631655,390.73196313898256,11135.84881760209
7,0.848810861069085,3.744038847038836,0.026845263277792557,0.5748623400317208,22.227247091365733,999.747,22220.786114844734,1824.040522631503,87.9188903651999,399.2670203456408,11324.456477550077
8,0.8566741106945844,3.9053820153825534,0.027090701818667438,0.5708881926581486,22.660401292245872,999.987,22659.463807929635,1914.989180739358,92.10002657701145,418.7578446703544,11436.165779248513
9,0.8495176633965688,3.962118973147197,0.02685935503075566,0.5678198111744847,23.10294405795892,1000.399,23110.816966547834,1929.138415094185,93.57856180503703,430.87477058375515,11635.66405046646
10,0.8440024929289529,4.038729921998678,0.026678637825824764,0.5650809029867618,23.524344180753932,1000.855,23542.787953752508,1975.349995569765,96.36932545440489,448.01329386297726,11783.608301521539
11,0.8244432412714637,3.9950521306697215,0.02605460912930219,0.5633013843995966,23.94367593567227,1001.303,23972.532745510744,1931.8900201088138,96.07498806855952,455.66941168076085,12018.493161666418
12,0.821581704578022,4.074621548334031,0.02595539593255518,0.5608022201601612,24.36628421270587,1001.98,24411.864401489904,1991.7811246728581,99.1417241351118,476.7928780063619,12166.446714705851
13,0.8151630773989493,4.142578090229788,0.02574433967787285,0.5573035627167736,24.763087752899608,1002.651,24825.88620410403,2031.229763494293,102.93602541287183,497.66241422455266,12312.866329776305
14,0.802309686120764,4.131037231804215,0.025329156515140554,0.5554678518638455,25.19990481277238,1003.379,25281.540644039665,2018.9758766598577,104.21020918983683,511.999669161311,12548.05127470008
15,0.802289659631709,4.234937305178668,0.02531718857017161,0.5522477441713836,25.593696024520565,1004.279,25698.860023561534,2092.302537659545,108.58296355775248,537.3132727279578,12666.30287668337
16,0.7920342579543307,4.241060110677837,0.024980097154807326,0.5501017144878607,25.977445917436803,1005.344,26111.50125120884,2091.24489005691,110.14778584410516,553.6878767666473,12851.993781382833
17,0.7861607362129099,4.282419182724189,0.024782364593012297,0.5483723369206249,26.350994939956745,1006.406,26513.953284440548,2117.128174566694,112.8131859148267,573.037573752084,13009.56623805524
18,0.7871511984026465,4.379515346733695,0.02479723519040561,0.545169336386852,26.62818772434079,1007.773,26827.74916646185,2182.3889262183457,117.60092929437937,597.0208309448376,13045.79512032158
19,0.7844161233298259,4.428489603641871,0.024693551566324443,0.544097143478995,26.978004082203267,1009.239,27218.541465697494,2215.972552093953,121.31838680447446,616.0124435075319,13195.290049700661
20,0.7819290296231218,4.484679375282918,0.024596549802369652,0.5425073749350436,27.336630857861074,1010.748,27621.340970388464,2243.895821740373,123.96640467016348,633.2567037460472,13367.039196897247
21,0.7817670505475371,4.555052548753772,0.024571115894645657,0.5420611745132233,27.68105586056314,1012.496,28016.53224396572,2288.619393779655,127.38725794377287,649.7103964181097,13517.158975152475
22,0.780063544520329,4.595888913220948,0.024494407262731353,0.5410891168928976,28.015585451963847,1014.287,28403.812464541013,2288.9992659316554,128.79412956869862,660.5226608657214,13713.080817917933
23,0.7830551554117126,4.691218644616138,0.024566523345356923,0.5422277498169364,28.37022736537331,1016.227,28818.107481172447,2353.040501110737,133.2776544052086,674.7862847105328,13885.701138747143
24,0.7864527768709044,4.754530599973825,0.024646669122794822,0.5414420591060969,28.683688497902626,1018.318,29195.525260658218,2355.56533591482,135.30741619226941,683.0397067947224,14086.458519665459
25,0.7904480788766851,4.818012252286053,0.024743678660752763,0.5427901017968738,29.013443491213053,1020.594,29595.04028733754,2357.6772005618473,136.55378405091622,689.4631484117729,14321.762747817225
26,0.8045815642536015,4.978864476822844,0.02515783956609571,0.5440883632306067,29.36435432499893,1022.982,30022.58676841177,2411.3122098351155,140.33087191394517,701.2042014226607,14536.322049995659
27,0.8294837283769824,5.237778952592618,0.02590427918531316,0.5442593994828345,29.663211633640227,1025.569,30404.920972282856,2493.1568472086406,145.26941253314033,716.3728840916644,14683.926143837403
28,0.8452547398106635,5.389377968121637,0.026363227045638624,0.5455249862014441,30.002082990239305,1028.132,30829.57305320325,2505.124501607515,147.01584235050925,722.6086150759816,14948.165162147761
29,0.871999604929661,5.626073113792821,0.02716032617605711,0.5474885707741104,30.354294550927076,1030.87,31273.115289352318,2521.9618868660377,149.07835908327536,728.9923369001862,15229.462061968203
30,0.8903377516481198,5.828185607030703,0.027692583637821712,0.5498740176873593,30.700870363622762,1033.826,31721.487373563104,2589.5062476196954,153.19130617678337,740.5725165617513,15473.583118097891
31,0.9103482797303493,6.0005530460817065,0.02827257528467329,0.5521531438593493,31.0703533903373,1036.828,32195.4217012164,2592.5500019007955,153.98822431323757,744.6535655028755,15808.265329459879
32,0.9254177100080895,6.167998125607275,0.02869698292298683,0.5539797165499125,31.437265235855406,1039.975,32673.128281057066,2659.532633751843,157.89016875812305,756.0387019102781,16092.262953219186
33,0.9319670468719599,6.261831647458992,0.02885630183013618,0.5560907751397292,31.738860400071296,1043.156,33087.358486373574,2703.270381374442,161.48879267125028,764.481865629388,16333.471201895778
34,0.9331967251728805,6.320974264578232,0.028849944143175512,0.5585525087810411,32.106745404107976,1046.382,33574.285357771674,2762.323097521188,165.68921153087675,774.3609854221072,16636.52850992646
35,0.9396510966508911,6.442077095037446,0.029002661066833347,0.560750135284262,32.51347552475313,1049.821,34111.944861918324,2856.252739132491,171.4603598627692,788.6965805213608,16952.17245779339
36,0.9391115240688039,6.49165197459247,0.028938547308339328,0.5637919677824315,32.94669608619064,1053.284,34680.83060038481,2911.7364964064877,175.43499558879157,798.2867569924555,17334.233351739786
37,0.9433158783844747,6.608390516951838,0.029022033110108716,0.5665279169805293,33.38590249101397,1056.646,35255.10064361475,3013.3524781381143,181.42960071834023,812.7267101737756,17673.351781256275
38,0.9407446626646527,6.59103753272427,0.02889468003113891,0.5698009386941605,33.8640778419285,1060.119,35877.01302850456,2993.9809578549452,181.84915323477153,814.0802726901525,18167.580148342164
39,0.9412220663216824,6.67118559204849,0.028862196380520892,0.5729928418750049,34.37155615545856,1063.617,36533.87650289866,3076.9503282222313,187.49489099870948,827.1921682415448,18587.285743934117
40,0.9414354276286627,6.712313568436587,0.028820591009501073,0.5754324180025904,34.89527473022282,1067.127,37212.630599105534,3110.7776929828506,190.7336670050892,834.8938300811473,19072.18014484275
41,0.9474274637144482,6.873620705641767,0.02895618097013567,0.5779004893210546,35.4757429012544,1070.7,37957.98544775558,3242.445594844623,198.83896784125446,854.1282731580757,19509.97435419165
42,0.9480993548916555,6.930143708281551,0.02892636139310485,0.5807371467057523,36.07368542521323,1074.402,38731.40843237546,3291.5131122570147,202.81280801571594,863.7325194086172,20051.547509357413
43,0.9500318996068777,7.022975473481024,0.02893709330548371,0.5833858788997307,36.69075983588554,1078.001,39525.96194673952,3363.979003587282,207.73947896671805,876.2415268965361,20581.757838080117
44,0.9519896855285577,7.1805074175466626,0.02895033370721501,0.5863272402889619,37.37675377151811,1081.546,40398.28598210365,3506.4419287819665,216.55775510158563,896.8548504699199,21099.406707674105
45,0.9496824226877796,7.200805508575479,0.028830445534071613,0.588837101170958,38.08870300578901,1085.159,41304.22464821371,3522.4896536698966,218.89366680932415,903.2056733874599,21756.49790595754
46,0.9506017105384039,7.340501483833062,0.02881091593334151,0.5916184425436185,38.863528437330515,1088.782,42285.87549807483,3649.872982545354,227.15341491542262,922.1959602790047,22363.619491065514
47,0.9542425265538924,7.52111883354366,0.028873552776377577,0.5938301739194299,39.669176006955574,1092.428,43306.793798560706,3796.4337678541674,236.74943957456665,944.343664797642,22974.936840003593
48,0.9528184397866066,7.583675797977125,0.02878040290720402,0.5962213071064436,40.52683619351335,1096.144,44393.27316724415,3846.6252256804178,240.8546870020844,955.5545241530011,23722.833367656935
49,0.9570052542333394,7.7998573393869695,0.02885914112682012,0.5978937315821045,41.42769723028696,1099.861,45534.60049541786,4023.177562701493,251.11463358414994,981.755893097635,24370.247243341168
50,0.9568171466042108,7.956742988213267,0.02880498127199145,0.5997651141300435,42.347568700921514,1103.541,46700.352751863174,4157.8755863727,259.2404179425504,1002.8091021585794,25063.47223656919
51,0.9529790706787975,8.030374623898284,0.02864053619031259,0.6019449146780714,43.31251398884345,1107.313,47929.349248442835,4215.360681873042,263.1662633674704,1015.8151682061306,25866.570588000515
52,0.9506407960396984,8.154764848485009,0.028519831989379473,0.6037720193397252,44.36082706515529,1111.191,49263.753508324226,4321.694109925828,268.6821191706859,1034.947500941099,26692.306794026696
