time,alpha,x_min,error,gini,mean,pop,gdp,rev,exp,btm,top
1,0.5841902083566979,1.6755354249363479,0.018473716451754964,0.6240642740362482,19.9957987100176,1000.0,19995.79871001761,1743.4747446982096,34.8339585438609,196.50368169298588,10851.13822626706
2,0.5761274844998199,1.6994625760988806,0.018217491776521717,0.6209992017287409,20.445113010253486,1000.14,20448.516101431414,1822.7633443277693,35.11373484683163,200.5126867403079,10986.353779853584
3,0.5679376231570815,1.7180428662011724,0.017960260638738713,0.6174051170026535,20.91534013403752,999.945,20914.97827118733,1903.1128749727427,35.16118189464895,205.34528939957647,11152.72558777352
4,0.5585698200551115,1.6512352373485857,0.017664569220902676,0.6155533979554456,21.374663681278747,999.882,21372.094161219822,1696.8781797200727,33.478809943696476,200.22521799922123,11548.135642330442
5,0.5514273021376375,1.735426716334551,0.01743920857280966,0.6111662579957706,21.897953704465202,999.824,21894.860852519236,1996.711800105281,35.29221856455664,214.4764984083088,11582.998562424802
6,0.5432654897289713,1.672811109562849,0.01718009179247844,0.6093377942002857,22.354735137368994,999.937,22355.715764134533,1797.964683135632,33.96898743494278,210.82949001493103,11976.925041422975
7,0.5365957090949421,1.7039601764435952,0.01696774521540213,0.6057811256873166,22.812259310536348,1000.1,22816.781527802632,1913.0285793602875,34.68539008873609,219.41729536108238,12103.987430593636
8,0.5298315289043839,1.6977087255647423,0.016751861797057708,0.6030585811452196,23.28348270465788,1000.345,23292.95761709772,1897.0278953655634,35.14618136588621,224.26669350927065,12359.4249604808
9,0.5242022599585561,1.7551526908148125,0.01657080589159429,0.5999881760412898,23.772468152411815,1000.707,23791.917798574723,2091.2679375571693,36.899563684541974,237.44691746027465,12459.593277465587
10,0.5176040287566142,1.7675362385936697,0.01635890581376612,0.597879690012824,24.21655469956165,1001.117,24246.39828883326,2145.7423520875254,37.542914493195674,246.05217675854027,12636.087785890346
11,0.5120554748228557,1.7603049424571655,0.016179974490222442,0.5949285204010907,24.681425390918744,1001.56,24721.622387047235,2134.088632964484,37.62776934126836,252.95962488792995,12889.531491090022
12,0.507020289726658,1.7766851088510844,0.01601584225067108,0.592861455593947,25.13276654497906,1002.183,25191.61181737885,2188.757021490417,38.490001737130136,262.8315704580892,13086.514574384119
13,0.5029100454903227,1.73129214603791,0.015880424549853084,0.5908513569568772,25.573281319359342,1002.897,25648.885255091252,2021.478681984044,38.16772866530771,265.44859351827,13456.488606157875
14,0.49908764259214894,1.8020607708699627,0.015754174037544047,0.5881597559099022,25.979440816428255,1003.61,26073.87692441633,2251.488539296949,40.74214214661838,283.12398659291154,13467.068419248522
15,0.4955811900923021,1.8096773341236212,0.01563599365886829,0.5860880105693621,26.379025584523607,1004.564,26501.70889991828,2266.3405514015667,41.78703891202766,292.6821119616117,13661.634021188913
16,0.49350809310465193,1.8568272946831175,0.015562692893527803,0.5836012199494897,26.785602552889173,1005.586,26939.79845428304,2410.459265577727,43.56676114375862,307.0263711796805,13763.93928332286
17,0.4898363939533938,1.8042764229244794,0.015437836937189885,0.5826498552141218,27.14838311079167,1006.765,27338.40206711355,2217.189599131377,42.558122087895896,308.0012814160509,14112.691809716893
18,0.4884722974552981,1.8872606439790038,0.015385321260147347,0.5811439180214995,27.532573006381426,1008.005,27760.70244675058,2466.0637491093717,45.467739086979506,325.4874651305687,14124.50624105724
19,0.4859863533803328,1.834135778638177,0.01529549475594492,0.5808425841442086,27.90417615327213,1009.538,28177.74195471262,2266.362639481705,44.66515773111558,325.4279434392816,14511.630703515279
20,0.4856433507106485,1.8289024924233541,0.015272546493791738,0.5803701726580814,28.27005852302681,1011.142,28589.421981938372,2197.626460026495,45.05393618153089,329.49983054833245,14789.232287557355
21,0.48727675837584666,1.9668456747972598,0.015311297730919958,0.5798008355135694,28.604701977249526,1012.81,28975.6940536202,2577.516705822525,49.10474414308269,349.6400529933172,14674.272722835174
22,0.48756365156806036,1.9615116733258198,0.015306411300511776,0.5802739219534992,28.95128121034067,1014.652,29379.559913532736,2497.2847877387535,49.155564885856336,350.43860458570185,14969.730229369217
23,0.48901882084395754,1.9191478991938633,0.015337232236621725,0.5814771618617632,29.295637188870053,1016.62,29785.09575001147,2286.4122974753227,47.793920388365976,344.8110186654175,15394.05067503158
24,0.4920351948963313,1.9796102661762924,0.015416312076052952,0.5821862489840416,29.60150034510136,1018.668,30155.979999437983,2401.150118368033,49.0309487224166,351.3076075186901,15518.254793802113
25,0.4954398395063978,2.0329232788129334,0.01550554427717956,0.5840240813532396,29.915212883398173,1020.961,30545.16223892744,2464.8600369114633,50.121310813930094,355.71876879910167,15714.427892239482
26,0.5001650446621226,2.1051921588691487,0.015635859165678955,0.5861919408415515,30.251512539845006,1023.263,30959.27949459784,2571.914876944099,51.19505704497284,361.249208744772,15903.040259237694
27,0.5058600228821873,2.1810930953977405,0.015794606157456436,0.5877635129148271,30.5532472814951,1025.76,31344.86572070134,2677.8221153152967,52.24075651845349,366.59503979529995,16076.566814227454
28,0.5129578127751576,2.2002302422106714,0.015996081052144,0.589970150266616,30.868316734643575,1028.357,31751.1567473794,2545.6613261444445,51.51094703540521,362.8425504474385,16478.085449244067
29,0.5202403085369782,2.2857793291035566,0.016202351518046554,0.5926877975482708,31.16163091631215,1031.006,32137.80903910688,2629.5212184699953,52.72029183702299,367.5248602197701,16685.98265032625
30,0.5300970419174275,2.3881096962561656,0.016487701208895103,0.5957650722485753,31.486557821625677,1033.694,32557.410117376574,2701.410457985838,53.90905637068449,371.4815301096532,16943.188945756985
31,0.5369975976979323,2.415473125775305,0.016678749626599716,0.5986555589899684,31.805433398800293,1036.631,32982.915574640894,2617.193918423062,53.49581466584386,369.09688885765814,17345.629214514847
32,0.5431319915217325,2.505771432130487,0.016844121516163373,0.6023161453968926,32.14234416536526,1039.721,33433.60809714399,2781.438963939637,55.44978904807709,376.691057980141,17571.8084679774
33,0.5456663246118136,2.506168969590968,0.01690015205872938,0.6053410565155329,32.47125671875238,1042.518,33868.99575042667,2724.4652339987974,55.203490305073686,374.92338863696887,17969.96158862864
34,0.5472470971085718,2.5239601452565097,0.016924499222320522,0.6091407654656238,32.05224434074577,1045.516,33518.533971710574,2764.1219041016057,55.79933048484935,376.97168245074363,17504.208336582255
35,0.5492293890727437,2.6101694596369365,0.016960677515972702,0.6124194147407552,32.44988141149064,1048.636,34038.573386422424,3040.9079939501125,58.67864790102217,388.3354829381555,17715.967548801567
36,0.5504854247098707,2.562661049354616,0.01697446944318811,0.6167589750145606,32.87049928637557,1051.731,34584.093163525045,2861.0725683140668,57.3680760719037,381.74359492324504,18336.749344027605
37,0.5535440559046622,2.611155594715896,0.017043024687211167,0.6199924777434416,33.296328534633524,1054.906,35136.9785510607,2979.9207747613264,58.737873480915304,387.033284499367,18712.177578766015
38,0.5546990613823973,2.6296657089277997,0.017051803804404755,0.6242699524526967,33.72053202812005,1058.205,35697.38527043379,3029.8136477244384,59.7171753278701,389.78762781861326,19155.449558733144
39,0.5578488288090631,2.689887218477573,0.017120934377905492,0.6275239831297653,34.18169709852877,1061.623,36303.37312458385,3188.513843937622,61.87716092251135,397.064575422293,19551.91478678802
40,0.5594629352522791,2.6924894229898224,0.017144561597211182,0.6313691847248143,34.66980002215543,1064.836,36936.23353180101,3169.456730641056,62.13423149144018,396.9751236630655,20111.736874665585
41,0.5616311893313676,2.716231447082633,0.017185159233623855,0.635693275330653,35.200927799951316,1068.058,37613.55107321694,3199.4748649881194,63.1221502352689,399.31260236661467,20678.67570587419
42,0.5629999605445727,2.75199291786085,0.01720033272738152,0.6390916352490282,35.741922646171204,1071.359,38310.1653260787,3310.1497672046,64.43686705570714,404.52614794276644,21184.557439475924
43,0.5650352090510837,2.793918485373087,0.017235154831852156,0.6426359779932643,36.32070082991331,1074.769,39058.43399667726,3414.6423171540714,65.73984230006026,409.5883456060376,21738.834755821073
44,0.5675633784644185,2.857664246085403,0.017285243431883552,0.6466403725159112,36.94236035462742,1078.146,39853.16235690605,3566.5151748400945,68.05371925713396,416.86765757975746,22290.448383619212
45,0.5682912859275265,2.8668566376135445,0.017281477094835858,0.6505226526079874,37.582284103947224,1081.377,40667.95373482112,3582.5533754278813,68.43594275376428,418.55690416858874,22966.727360082852
46,0.5696440745184452,2.901331800557168,0.01729468168342828,0.6533750031570384,38.25332580263704,1084.896,41530.90173554482,3679.25362161219,69.66515163822872,423.51082695294923,23610.36506855364
47,0.5712789541040261,2.979091926801767,0.017316369308694332,0.6563075758441614,38.953383067531696,1088.387,42429.959289474216,3908.488255934465,72.46145387988173,433.94169824200696,24163.649289944275
